AuthorId,PaperIds
1065029,1290707 1842355 1420003 2137908 1453098 1186215 672574 694475 153679 1453278 1412741 1784967 592440 352234 33495 1473149 792436 1948512 433718 632128 2003995 2024679 638235 313000 242336 692363 609557 37441 1290267 1884682 1400460 1253019 2240991 2096633 1698569 1750911 88212 1067655 858467 1004053 797639 834395 1818938 2213430 1759952 1077759 914731 748305 778416 557590 2069023 1281400 133084 854288 1133639 1401831 2094206 2077664 1030176 1185798 1110367 1915610 1911430 1789205 535766 1342777 1925975 1394409 559452 1540645 1258494 772526 2221735 970784 1587654 752180 608887 241444 766298 1395661 82825 1173101 800130 576724 278040 179609 449612 862888 1586618 119355 245651 327219 75664 2136074 888947 600389 790240 1796911 469547 1286499 1817106 2214655 508994 2168151 1008942 1151121 1263806 368446 2126312 340078 210024 1331098 1632033 1149209 1982967 935171 1221890 968162 1329344 1795414 2158148 1136779 30485 1943344 1726022 2141520
221258,323114 2122904 1948464 1346273 1973231 1860792
180300,1690545 1806971 385219 615659 186588 160397 299371 1996821 1303683 256869 2080120 1163815 1162083 523705 1184601 1040933 913395 1051385 2230422 2169021 1279939 1073769 495937 2164178 1916069 1450456 339813
1007696,695343 1633656 726779 1130588 219857 953186 1609654 671756 842196
1220693,2178560 1450269 1188169 1848682 1043881 1317838 1594052 1438661 1045348 889329 453615 604479 1614068 329137 411179 1381094
767332,1731938 239325 249402 273890 143861 1012681 1795960 1896313 159290 1475404 886478 1720285 123896 586501 1114415 1036568 766962 320505 2117906 1593603 886836 770427 1757473 1028321 638704 699625 2164865 1761382 572704 1787057 779677 1304265 798096 2038453 136434 1082086 158170 109800 1242963 1189198 1966692 511969 1188267 730959 2959 1109069 1260273 2087647 932584 1798267 1446740 486337 1911141 968247 2080682 1055420 162613 2149155 569636 470318 574710 1255770 2113768 74035 1328021 1791765 720329 1787093 480330 315764 1004880 714091 1771066 1559207 751880 105958 2252388 42777 1056226 1967066 1624248 2125085 1279385 2132186 1778663 1378317 272503 1382590 1796929 1789823 351170 248074 1607343 203062 84302 789719 997794 1939405 2234960 452851 1228907 1289185
573530,317315 761704 2234359 493450 450211 2201553 570832 834247 717119 2159289 2153526 1734720 661177 459254 1186962 2000124 829006 509859 896154 1211830 1559088 521802 762111 1954009 834844 575060 1903741 1466247 301512 377469
2220123,339273 1540536 846415 615190 1504390 1279299 662108 1069676 461985 1628290 1057670 1972951 1892206 1091722 397224 646830 1500273 1510738 560239 897807 1518379 1120433 1866168 909454 910269 415818 1247839 1362791 262718 1997544 1474737 432136 2083987 2059906 772316 2012624 1989144 584665 1846339 958143 799566 1744978 1080934 1276380 196587 2257984 1631688 276196 1759150 563436 255687 1301922 1670277 1017386 337732 1973439 1022833 1198103 567194 1086952 2108387 1837393 966219 2041018 1435058 881222 124204 1871892 372808 297810 217670 723035 1007083 840119 1824386 1662202 816620 82139 1044658 1116596 2198688 1235965 492051 2072786 323547 955729 2248572 916096 436315 313249 1895424 1064 1071778 711342 1951220 187580 1155540 2197360 984807 481280 53740 475908 2169839 36776 1527861 497908
507999,1293581 2084605 666685 397729 221470 799230 569474 845840 250678 2158797 1047252 2110382 236262 1188345 22083 1194405 1230354 2101944 900546 1851902 2192451 1929778 2037807 1487773 881596 1803867 289276 138120 210825 2101488 716744 686188 855178 1843845 1605037 1752884 880745 1143894 1187656 1751350 980431 1317590 742348 995515 1516148 1513542 2179997 782242 2108266 2015154 736890 2140251 7537 578706 655684 172841 1955606 1867989 91168 7347 1309089 1130766 181412 215086 2140842 1294110 898718 1997919 613497 1205472 1021488 686847 521663 237987 1139580 948371 2013955 2171584
1351778,551072 1992493 1131 937002 164605 68533 61261 46521 806136 755078 1139522 1966191 394465 1921340 1963738 1692343 767153 70053 229163 822233 143428 828606 297012 2145895 263423 86358 1407882 1616768 844291 266634 1180594 80650 1820760 1604456 480631 583005 1859591 1510822 1415554 742275 1655763 1631341 1215277 500048 208849 145276 1877665 1651982 1122652 735375 411500 80240 1556603 411608 1672590 50908 267037 339632 1631455 1839260 1009486 2165480 2137325 947136 257476 2095878 552267 354692 1844557 1566086 1551542 1395062 168893 208707 518889 291328 342243 1103645 1624715 470522 341486 201176 1990352 1968145 1835429 296546 2062467 126423 1008771 326725 318175 569427 1637905 2021863 688249 1467803 1834744 673093 1443322 1478731 1122657 683721 372373 197500 759503 1848756 823339 1881386 1879925 1529108 1392119 479202 13782 2002766 1324777 702502 273634 1121682 2129922 1119277 608575 1682197
950378,1927242 1130887 1608845 49244
57451,631315 1766217 746153 1869921 385955 478614 2042411
2023538,1649720 1379249 1502612 602811 1040549 937309 395528 1039653 209064 425427 278639 1123172 1502711 1337726 1764030 514892 268015 786978 1236288 925784 163496 908841 587021 1103526 38361 617588 1380675 1661757 679069 1723568 262271 465995 1984783 362092 1551478 629814 1696861 94740 564757 1181079 1022632 1457845 1648228 1645528 1432468 1435499 1184230 1927946 816313 126758 958720 846947 2006691 2254023 1738922 2002645 1016710 1736174 1940053 789300 1250151 1365949 558294
311411,151535 2044736 2006987 1109561 1673350 2255707
499829,2060291 1988896 1431408 1355332 1107195 797189 748387 465243 1600014 1667951 394965 2174787 2162317 168833 88561 1297732 1053877 1289885 989132 1993283 2113953 927283 741579 1850659 1757579 1527356 1361623 1776542 845704 330558 107569 1273602 1446462 798701 693782 1335304 1147590 278879 1739741 1752995 1003025 330017 268552 623188 1447104 117668 1972734 31072 38338 1533314 1088115 323299 1287394 1605619 1299551 445487 462177 1009140 143290 437378 1398996 1900851 1210756 819816 291919 107882 1803681 884715 229383 2182867 483144
524408,1409734 1988563 1756138 467630 947608 2239107 1091259 1211684 2224927 2028354 755539
1409149,244313 1502303 2177745 560864 1536678 587291 1519118 1740078
1835145,2131940 1743469 1527992 1457664 1134874 966110 869013 440762 205807 146815 1316989 18622 2001779 1235320 1065304 704901 835643 32575 2193042 1430437 1184562 426791 734946 1051680 775520 1308261 2254207 1489689 1222818 1452078 1144520 68747 2192646 2192646 1923856 1992425 1585628 1805533 1805533 114800 114800 1647211 845674 845674 1757072 1757072 1206872 1206872 1796916 1631655 1670208 1024066 1024066 1104509 1937056 1819558 382413 382413 1814619 1814619 118173 570609 1166869 861636 1521748 137901 137901 10965 307019 999493 159655 1126987 163946 2236498 1482820 1323817 2078967 114916 1246233 723968 773264 667462 1398341 1398341 792933 114076 1852458 1783236 511418 532125 982520 995596 995596 1826120 1126777 1784588 708150 755399 1726522 1770960 15546 15546 452546 15726 1510223 2226216 2048082 1181166 1482550 1090513 1132839 1179733 769104 769104 1271750 1984141 428340 1217066 42928 1856065 1968567 1920111 528687 1879114 1951401 254212 1197125 780382 114569 114569 89141 676981 2116398 2116398 657633 1196481
1769611,1909528 316507 1267479 1532931 1194423 481600 1155770 2241169 1717771 840237 2101081 860509 695435 536982 1381649 88898 1001255 402049 1734811 368269 250681 364017 285566 1205337 1479133 911775 1621639 170683
1294479,2144805 2102255 2064556 1704472 1457824 1438344 1193344 961532 823926 804801 552529 494041 1192541 1156310 1725337 104895 2025873 1316551 1448695 1385780 1849743 1608976 1280804 1695231 279182 1290776 483185 544644 177227 1655108 304146 86165 1820678 1268110 196274 1170533 1764599 459139 1262602 421463 1225997 573053 2140442 2075076 1952381 1854667 1394205 272749 380863 2130630 2227760 1802238 455200 129480 2149964 38303 457003 249243 2253330 665947 300862 1099240 1526881 1301776 853585 204406 1367690 1019309 242870 516174 1338259 1733582 2248191 1239713 672931 898134 1182449 1819315 1840853 1053569 280525 106327 1012238 1055846 1165760 1270638 820043 833612 978222 201645 1560179 350777 1797865 134351 1629538 517285 1736481 770033 1615395 140699 1532659 1924069 1875302 809713 1670100 846080 2104368 649538 1699744 1070199 1306530 2246412 125674 1790641 2015067 665049 1378363 1528780 297552 813456 1081321 563950 1063639 814843 2243863 1562314 362490 415462 1575642 391682 2039888 1497524 1766740 1977993 746621 1786297 2049141 572798 779208 1607014 699573 1971958 1186 156325 266625 938097 1754871 277868 295929 2054276 1020157 1701134 1212789 1379900 1611096 1548812 73932 147294 1900590 1386091 982334 1357763 1836850 761744 707028 1428585 1318169 1955296 129343 1416924 1235414 914056 794290 428907 1961237 1483577 1232239 1545134 184296 729995 2232245 838187 2186934 1934282 1147113 261134 1286276 2070584 1367061 23527 2040566 1974280 1826741 888447 2140750 611552 1978637 2002865 792238 1602995 480658 767196 1877429 1467174 1800739 1931169 970482 627756 1272683 1436990 956217
1663123,862626 484590 2094873 1955292 1566137 496237 994290 1937145 210371 1803106 1802005 457835 1473027 862973 1993551 860861 606751 575592 346633 1791061 195141 66360 433573 295912 706882 975001
1125657,1028415 2050428 1684291 1334728 444841 1002499 57560 645684 1043735 120940 2029372 1177190 248633 353020 1778239 1226395 1488466 698338 1419128 664693 2051528
2277532,839729 1987989 1458287 450751 1345059 1610727 371147 265000 167231 1234653 1447106 863989 1516860 2128037 1844786 1682815 637509 21401 1273931 1948212 157957 230692 984677 435798 1615587 908251 883107 881610 2162555 951782 206819 942897 1216686 1076399 1806168 1254499 751159 1862753 1829870 1320896 44802 396033 1211732 1833966 1773397 1369706 926237
1654947,1684578 671896 588069 739142 1018018 219574 1667872 259282 1613843 892908 1436872 1047513 1310173 37079 243579 1384158 1818464 1556894 1400869 91841 617381 1900906 1869096 1246067 207329 99609 2166791 764025 682857 1989387 528720 597790 2165776 1962709 1250460 1863136 34495 624179 256725 2055038 507561 361532 520830 2096231 1328805
721060,1544438 895951 535045 171363
24742,1479666 1878416 368006 1245729 130342 1983432 2169048 1027260 2089832 1913487 1212339 1208535 1781937 554197 93774 418161 2096774 1913043 2044666 1048305 51173 16442 721790 1252386 415681 306589 1401091 71659 2254334
770228,1686159 1989362 1959025 1507642 1493979 1480885 1253511 1024852 1779863 259780 258825 1531144 23628 658406 763263 2026394 1770968 907048 1805396 321644 1039831 329136 2203490 310460 1809478 1055473 108281 334806 1089482 1538874 2231314 1466303 645003 1105275 1129336
1286341,1883608 1528465 810845 541939 182811 1000522 1051564 2187533 959967 677786 2103430 1030275 63461 1688818 797855 1675263 224888 1964521 537663 1039569 745679 1304850 2051442 1335056 1899831 747621 443991 1495858 1331116 1439945 708858 181720 1705430 25047 1387054 606579 1860658 18474 1848301 484623 302461 712062 1485593 2236069 1473002 1386730 229228 90725 51532 2125509 1495352 133174 60007 1315172 1307266 1537874 369606 315732 1718631 2078167 697180 1913935 161046 937421 2064284 1524594 1538299 116244 1435711
1540296,785131 501909 411012 1695234 52414 1817304 1663507 1294749 130601 1171087 1373776 601199 828934 1460835 393420 1252841 1252841 470791 560357 1951663 1548051 1537649 288639 288639 1080008 2042560 267790 1308991 402819 2092342 1249440 349039 814924 357012 1392521 1957291 1748517 48181 1237809 259524 1417877 1942889 881961 217028 259801 689416 1883944 1508428 894823 1935700 939851 288437 1009411 1565400 50651 2122872 1939463 387563 266756 1929437 479135 1155938 286535 1129638 2019654 1544347 164380 2223900 1976528 1381181 1381181 897827 896163 864689 525343 1354055 428156 1212814 2241029 890520 788049 1705676 548783 20395 1276513 435739 184482 1303675 409290 1397330 2099189 1384346 1031628 1513083 1700857 132983 1470758 234133 1900797 1846705 571152 1545430 517012 711122 99696 1216122 1289822 968868 968868 1075704 586757 2015265 1017533 1602504 1654920 1654920 1351477 1349360 1877337 165945 257846 57494 1314436 1693874 270862 883620 1762764 1059250 841374 352444 1132176 489127 634473 1550048 728280 661913 661913 2152324 2152324 1406397 1866286 1866286 1015782 2073187 519060 1277977 1019968 996972 996972 975376 1184175 1672367 1606032 1606032 1742164 1742164 78730 1054980 1615982 1716708 516775 408992 224305 720416 1755836 261774 1829983 1230984 573759 279641 198168 2213916 1650084 1215012 312849 856843 1100930 744824 1569620 1763703 2008041 2220646 652392 306052 86725 2123843 1868363 1425692 312317 1813634 392898 659746 170 1241766 1047818 372449 71959 1778040 267484 563251 2069840 1910041 1766207 505147 7737 1442395 888713 2244703 443288 734300 524536 2029685 2110263 1961862 1633309 237006 307746 951878 485822 1300933 293578 1438850 309276 817011 463497 575186 1065105 153377 2049166 550545 970186 1785374 1549786 773583 559921 521549 326794 316787 270749 54770 792656 792656 1774674 1622261 1354943 1234986 885599 822938 822938 328021 260087 260087 238809 1134839 193053 2143581 1935094 1535010 1018244 533921 2258220 168992 2055059 1051912 1030471 755955 628381 314305 1919392 202389 1982774 1513156 965334 557387 1941833 144677 1259355 525945 2242698 2228386 2121752 2087943 2087943 2070181 1967520 1952715 1925741 1887303 1877505 1700024 1700024 1611767 1587370 1465567 1375215 1240908 1192118 980914 922243 776602 770696 741549 598688 542196 511837 511837 422983 364161 278872 278872 163952 163587 125761 108824 19520
2105546,1570681 1485217 1821142 1108935 2214179 1289229 1391331 1731667 1921392 1603258 1742668 2194906 1709908 82307 1571410 1211257 10155 2136378 1010683 1029862 1148134 893379 1273302 63110 1010389 1004661 1727732 815586 1157037 1178607 1584616 1987526 146637 732790 1957944 903056 483637 214776 1088798 1678326 59023
442581,913092 2086125 2072892 648993 2253068
1474777,66088 1116920 2241774 110326 1877794 705407 1554176 2164252 2142414 1755879 345670 1950239 1601957 784441 1281251 574769 2251100 290250 1113946 2164204 988041 339876 145940 1128313 1128313 793677 792548 2242221 805093 1190049 1535763 1462140 1442104 1274471 78571 78571 1114026 1114026 970189 970189 1429177 507231 2253196 2146043 923077 950553 1320007 1180127 1693467 1007963 1744522 1744522 1388891 1834351 1749393 46482 265674 1758913 402398 1126021 1346238 1239303 980132 591674 2047985 234787 579238 854706 690643 690643 1348536 1348536 1029855 1029855 786483 786483 2060734 993500 1142613 2159416 1206022 306889 2174754 1195327 1562114 1562114 1574660 1606357 587928 587928 174120 2224639 2224639 1685802 389325 389325 1108134 1152360 723611 2043355 1779718 1658692 1548940 2110138 657801 856336 385419 140181 140181 730505 1227021 1807390 1807390 1689348 523439 732324 421932 1503599 362253 362253 1884117 1469831 670141 93632 82613 1838935 1504222 925783 1338618 1338618 125518 125518 1129481 1129481 1556394 1929991 1435574 1548649 1129740 2027151 2027151 264789 1933844 1933844 1671792 1671792 1494537 1494537 1638024 1759610 1759610 529927 529927 1420967 1420967 57012 57012 2255356 2255356 1909404 1909404
852187,1923125 372865 1462508 931868 70698 630940 1444660 1856445 1194860 732100 327203 2254158 1170294 1934318 925480 753918 1384225 726176 1582805 957360 1577798 840250 1420616 1961052 1831097 1720804 2139391 2085343 1398741 901932 347847 1351957 478195 2017474 1389890 1862838 1323360 569238 1279226 1463098 1501126 536874
1286365,2183359 1925602 697257 211369 879750 1975884 153889 2501 247917 1583171 611396 1316522 980163 690003 257201 1775142 1519948 1278586 1047049 871909 98105 1967468 1403719 840922 604563 759716 2221484 386776 2167680 342477 1839493 2079326 1776742 1490314 1058215 543338 1693786 1361731 1159134 804998 666887 450078 1049027 1556360 636241 2003025 1731590 1806611 225105 386809 391914 1712018 849903 226418 862162 2198781 421845 1045376 1617788 461933 1164234 1385323 2172809 517217
1974497,1490097 886267
557284,783907 1652301 1137168 621338 1778545 1974512
1581288,608856 2226514 1797488 1010921 968623 1197591 172392
2097191,1769741 2028142 1156627 1156627 1156627 712822 140911 140911 1852004 1852004 1741938 1285562 1006071 1665853 1665853 1665853 1022619 1529125 137006
2202322,2010360 2021985 114948
1491192,2203236 2199131 2087855 1944211 1439351 1338882 1274882 1242050 1214545 1187771 1140401 1060787 958286 791609 625090 370215 296261 226043 76369 485359 1275013 38290 2125572 528351 1904232 552820 1155814 2048796 1710482 603181 1264125 411539 1963225 1276444 489497 812429 1610670 2222013 880852 1688268 1859015 1410996 1718178 96332 615504 1370917 416921 1599387 534578 682615 1002551 1000243 93446 1871131 2088589 1524693 501626 2233042 2141583 461235 2205143 1919570 1221002 281554 1747381 2243833 190683 2069191 2216257 319779 16832 779291 583857 290667 1880105 1554127 1082617 984940 79388 1062114 890845 1982499 1570154 700139 1955720 2056931 986900 1865556 1090836 1700645 944829 356498 56512 2069980 1940569 142351 1769914 1769914 1875631 785377 1123753 12650 1013142 1327560 1796686 2132805 1111763 568614 23454 1623652 989568 976993 1448887 51502 1833058 2179054
1384701,1903952 1681589 910396 4401 1272265 956459 653012 2006645 2046461 2256716 1860602 603597 2095920 710119 1016729 1250638 1777105 1174442 1487454 1346561 323842 582242 1459119 438514 208232 691189 2201164 2105557 707406 576686 1628926 1367471 604485 1093726 107909 1168121 1580399 1649636 345172 501279 1097972 393065 13295 867811 413049 485751 1878885 1743365 402429 2077961 2064029 367790 875311 1090425 1471934 432584 1071314 479537 2072141 943186 89826 350732 221543 1378539 933544 1289493 7511 803507 41015 2169657 889902 1923428 1410459 1706535 2190938 707271 762859 976532 1360112 1281966 61410 1486561 1728749 2258825 715406 1822148 2173266 572902 2038938 1187717 2061813 575169 164681 1219984 2112430 693250 660354 1211464 112199 1167689 721241 1504790 1065038 740485 597201 578375 462257 1123533 32821 2243367 514489 337474 926077 1017474 210415 282093 719973 723812 1292332 1830692 1677876 545079 434676 1704578 860936 508860 552137 799590 1749765 13713 354652 1429911 881869 1807004 684799 136699 453677
1990910,1970656 1929556 1781190 1711073 1547462 1378348 1294184 1249494 866282 762602 536640 105156 1762233 1866504 1860505 1462215 863453 75604 60684 1341383 1165907 971627 899075 1000020 1184270 1105496 1294226 1095548 803068 1456542 1193954 140044 245447 249368 997225 1075046 2074527 114433 565227 2089716 1497137 354665 856240 566260 1181318 422224 935723 626374 1021561 509669 109262 1842608 375027 1142944 1806392 2006133 166075 1081934 1360140 1056578 1268230 892958 1495246 316258 165738 980927 96728 501445 1941040 1323448 718517 185483 2144595 642428 859628 1843832 798841 1967342 1477849 1875875 1398383 1467907 797413 726020 1531668 1066683 2050582 1205112 901443 220556 1347395 111413 740234 325334 1016242 299221 2147045 1273109 670927 2065554 909687 976140 636884 1727113 2200958 1122405 470976 520791 1873196 1543774 1623659 495019 2241496 2113118 1528895 1311869 1248487 810698 193307 36181 1372799 2579 825900 1732961 1425671 1149518 467707 506117 1574285 1638213 1390813 1972612 416986 1624130 643357
524546,904178 1838907 52863 859136 2214141 2089344 423958 972981 49631 732702 1815235 284837
1958148,2034761 1232211 1872596 932870 1647989 412555 2057382 917031 1633587 256445 209642 1674654 2140310 1523151 1946266 891966 237141 314009 1842105 1787730 1747307 2010399 639200 552785 1540224 62814 464297 974392
1302801,2225685 2123341 2113273 2027013 1996726 1862272 1512186 1424305 1373773 1363463 1346968 1309354 1072526 1064172 991673 904291 822438 616027 533923 441474 428706 419413 230935 154919 135654 127535 79109 1500450 1079913 666788 640721
2130168,1993542 1831414 1524383 849982 444949 285334 1858664 1915932 719736 1266583 943532 240715 728690 219357 1607509 615004 1888850 984569 443010 1497439 1441174 739433 1232694 1005720 781169 1447780 121773 1704176 953821 139686 1034026 569950 1022800 242285 1660559 106612 81710 1382697 93479 163512 1198598 1590485 285489 2174558 1962977 1790833 1978419 828721 711907 1996186 1395804 1634898 1319321 479436 1888672 1521919 496470 3355 1274487 656101 1790365 654093 60144 2181993 860956 850321 150272 1186727 1882810 848843 2191561 2169824 1138319 229311 2158526 1576619 159962 1658803 28295 1587691 1559820 56428 609701 2019844 1346766 977392
327974,2212574 74267 1263316 1442450 1517275 1208436 1974033
